nome	lat	lon	pop	X	UF
Moreno	-8.116667	-35.1	45238	1.28	PE
Capoeiras	-8.75	-36.633333	4861	0.35	PE
Barreiros	-8.816667	-35.2	35565	1.91	PE
Lajedo	-8.383333	-36.55	25262	1.33	PE
Jaboatão	-8.116667	-35.016667	702632	2.06	PE
São Joaquim do Monte	-8.416667	-35.85	13520	1.12	PE
Maraial	-8.783333	-35.833333	14204	1.32	PE
Salgueiro	-8.066667	-39.1	42153	2.22	PE
Condado	-7.583333	-35.1	19585	1.26	PE
Bezerros	-8.233333	-35.75	51437	1.64	PE
Petrolândia	-9.083333	-38.3	20575	1.61	PE
Panelas	-8.666667	-36.016667	12625	1.02	PE
Garanhuns	-8.9	-36.483333	110087	2.43	PE
Floresta	-8.6	-38.566667	18100	1.88	PE
Pombos	-8.15	-35.4	15895	1.13	PE
Cachoeirinha	-8.483333	-36.233333	12905	1.24	PE
Belo Jardim	-8.333333	-36.433333	49923	2.01	PE
Aliança	-7.583333	-35.216667	17329	1.22	PE
Petrolina	-9.4	-40.5	194653	3.04	PE
Gameleira	-8.583333	-35.4	19424	1.03	PE
Macaparana	-7.566667	-35.45	14363	1.26	PE
Carnaíba	-8.7	-37.666667	6019	1.15	PE
São Bento do Una	-8.533333	-36.366667	24506	1.53	PE
Caetés	-8.766667	-36.633333	5386	1.2	PE
Olinda	-8.016667	-34.85	366761	1.58	PE
Itamaracá	-7.75	-34.833333	14969	0.98	PE
Abreu e Lima	-7.9	-34.883333	81960	1.19	PE
Santa Maria da Boa Vista	-8.816667	-39.816667	14695	1.86	PE
Glória do Goitá	-8.016667	-35.283333	17374	1.16	PE
Camocim de São Félix	-8.35	-35.766667	10270	1.08	PE
Surubim	-7.833333	-35.75	34581	1.76	PE
Pesqueira	-8.366667	-36.7	41896	1.67	PE
Umbuzeiro	-7.7	-35.666667	4588	0.79	PE
Custódia	-8.116667	-37.65	18107	1.7	PE
Passira	-7.95	-35.633333	12664	1.29	PE
Bodocó	-7.783333	-39.916667	11329	1.34	PE
Gravatá	-8.2	-35.566667	61250	1.85	PE
São Caitano	-8.35	-36.1	25259	1.4	PE
Araripina	-7.55	-40.566667	38570	2.3	PE
Chã Grande	-8.233333	-35.45	17117	1.23	PE
Ribeirão	-8.516667	-35.383333	29819	1.58	PE
Paranã	-12.640556	-47.7925	2751	1.71	TO
Dianópolis	-11.700556	-46.743056	12896	2.19	TO
Taguatinga	-12.465556	-46.366944	9330	1.88	TO
Alvorada	-12.47	-49.082222	10232	1.89	TO
Palmas	-10.222778	-48.277778	196332	3.32	TO
Sítio Novo do Tocantins	-5.518333	-47.461111	5787	0.5	TO
Ananás	-6.360278	-47.91	8874	1.66	TO
Gurupi	-11.7225	-49.012222	64790	2.63	TO
Miracema do Tocantins	-9.529167	-48.319722	29181	2.08	TO
Araguaína	-7.16	-48.0575	114959	2.77	TO
Porto Nacional	-10.708056	-48.308333	40862	2	TO
Xambioá	-6.4325	-48.381944	9281	1.2	TO
Formoso do Araguaia	-11.796667	-49.466944	14963	1.76	TO
Arraias	-12.977222	-46.891667	6881	0.85	TO
Tocantinópolis	-6.324444	-47.277778	23383	2.1	TO
Araguaçu	-12.894167	-49.773056	7603	1.74	TO
Wanderlândia	-6.835833	-47.799167	6545	1.54	TO
Axixá do Tocantins	-5.551111	-47.595556	9007	1.08	TO
Miranorte	-9.476667	-48.480278	12446	1.3	TO
Araguatins	-5.600278	-47.933056	17106	1.78	TO
